locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_04454	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
NGPMFCKN_04455	tRNA	85				tRNA-Leu(caa)
NGPMFCKN_04456	CDS	195				hypothetical protein
NGPMFCKN_04457	CDS	1191	intA_4		COG0582	Prophage integrase IntA
NGPMFCKN_04458	CDS	444	opgE_4	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
NGPMFCKN_04459	CDS	1173				hypothetical protein
NGPMFCKN_04460	CDS	798				Insertion sequence IS5376 putative ATP-binding protein
NGPMFCKN_04461	CDS	1329				hypothetical protein
NGPMFCKN_04462	CDS	1218	yjhB_2			Putative metabolite transport protein YjhB
NGPMFCKN_04463	CDS	1119	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
NGPMFCKN_04464	CDS	126	ythA			putative protein YthA
NGPMFCKN_04465	CDS	351				hypothetical protein
NGPMFCKN_04466	CDS	273				hypothetical protein
NGPMFCKN_04467	CDS	654				hypothetical protein
NGPMFCKN_04468	CDS	414				hypothetical protein
NGPMFCKN_04469	CDS	159				hypothetical protein
NGPMFCKN_04470	CDS	1998			COG1292	Glycine betaine transporter
NGPMFCKN_04471	CDS	819				hypothetical protein
NGPMFCKN_04472	CDS	1152				hypothetical protein
NGPMFCKN_04473	CDS	369				hypothetical protein
NGPMFCKN_04474	CDS	414				hypothetical protein
NGPMFCKN_04475	CDS	243				hypothetical protein
NGPMFCKN_04476	CDS	258				hypothetical protein
NGPMFCKN_04477	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
NGPMFCKN_04478	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
NGPMFCKN_04479	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
NGPMFCKN_04480	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
NGPMFCKN_04481	CDS	2325	fecA_2		COG4772	Fe(3+) dicitrate transport protein FecA
NGPMFCKN_04482	CDS	954	fecR		COG3712	Protein FecR
NGPMFCKN_04483	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
NGPMFCKN_04484	CDS	294				hypothetical protein
NGPMFCKN_04485	CDS	210				hypothetical protein
NGPMFCKN_04486	CDS	111				hypothetical protein
NGPMFCKN_04487	CDS	258				hypothetical protein
NGPMFCKN_04488	CDS	1359				hypothetical protein
NGPMFCKN_04489	CDS	1386				hypothetical protein
NGPMFCKN_04490	CDS	348				hypothetical protein
NGPMFCKN_04491	CDS	381				hypothetical protein
NGPMFCKN_04492	CDS	237				hypothetical protein
NGPMFCKN_04493	CDS	435				hypothetical protein
NGPMFCKN_04494	CDS	402				hypothetical protein
NGPMFCKN_04495	CDS	570				hypothetical protein
NGPMFCKN_04496	CDS	201				hypothetical protein
NGPMFCKN_04497	CDS	207				hypothetical protein
NGPMFCKN_04498	CDS	603				hypothetical protein
NGPMFCKN_04499	CDS	1485				hypothetical protein
NGPMFCKN_04500	CDS	873	era_4		COG1159	GTPase Era
NGPMFCKN_04501	CDS	3120	flu_3		COG3468	Antigen 43
NGPMFCKN_04502	CDS	159				hypothetical protein
NGPMFCKN_04503	CDS	819				hypothetical protein
NGPMFCKN_04504	CDS	474	klcA_3			Antirestriction protein KlcA
NGPMFCKN_04505	CDS	477				hypothetical protein
NGPMFCKN_04506	CDS	222				hypothetical protein
NGPMFCKN_04507	CDS	114				hypothetical protein
NGPMFCKN_04508	CDS	369	cbeA_3			Cytoskeleton bundling-enhancing antitoxin CbeA
NGPMFCKN_04509	CDS	1260	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
NGPMFCKN_04510	CDS	1116	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
NGPMFCKN_04511	CDS	642	fucA_2	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NGPMFCKN_04512	CDS	1005				hypothetical protein
NGPMFCKN_04513	CDS	987	deoR_2		COG2390	Deoxyribonucleoside regulator
NGPMFCKN_04514	CDS	1350	idnT_2		COG2610	Gnt-II system L-idonate transporter
NGPMFCKN_04515	CDS	1968	yjhG	4.2.1.82	COG0129	D-xylonate dehydratase YjhG
NGPMFCKN_04516	CDS	960	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
NGPMFCKN_04517	CDS	789	kdgR_2		COG1414	Transcriptional regulator KdgR
NGPMFCKN_04518	CDS	783	srlR_5		COG1349	Glucitol operon repressor
NGPMFCKN_04519	CDS	633	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
NGPMFCKN_04520	CDS	432	ulaC_2		COG1762	Ascorbate-specific PTS system EIIA component
NGPMFCKN_04521	CDS	807				hypothetical protein
NGPMFCKN_04522	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
NGPMFCKN_04523	CDS	279	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
NGPMFCKN_04524	CDS	1122	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
NGPMFCKN_04525	CDS	747	yjhP			putative protein YjhP
NGPMFCKN_04526	CDS	546				hypothetical protein
NGPMFCKN_04527	CDS	258				hypothetical protein
NGPMFCKN_04528	CDS	1017				hypothetical protein
NGPMFCKN_04529	CDS	981				hypothetical protein
NGPMFCKN_04530	CDS	981	nanS_3	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
NGPMFCKN_04531	CDS	1107	nanM_2	5.1.3.24	COG3055	N-acetylneuraminate epimerase
NGPMFCKN_04532	CDS	717	nanC_2			putative N-acetylneuraminic acid outer membrane channel protein NanC
NGPMFCKN_04533	CDS	603	xerC_3		COG4974	Tyrosine recombinase XerC
NGPMFCKN_04534	CDS	597	xerD_3		COG4974	Tyrosine recombinase XerD
NGPMFCKN_04535	CDS	549	fimA_4			Type-1 fimbrial protein, A chain
NGPMFCKN_04536	CDS	447	lpfA			putative major fimbrial subunit LpfA
NGPMFCKN_04537	CDS	726	fimC_2			Chaperone protein FimC
NGPMFCKN_04538	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
NGPMFCKN_04539	CDS	531	fimF_2			Protein FimF
NGPMFCKN_04540	CDS	504	fimG_2			Protein FimG
NGPMFCKN_04541	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
NGPMFCKN_04542	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
NGPMFCKN_04543	CDS	1185	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
NGPMFCKN_04544	CDS	1461	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
NGPMFCKN_04545	CDS	774	lldR_3		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
NGPMFCKN_04546	CDS	831				hypothetical protein
NGPMFCKN_04547	CDS	102	ytiC			Protein YtiC
NGPMFCKN_04548	CDS	393	iraD			Anti-adapter protein IraD
NGPMFCKN_04549	CDS	912	yjiE			HTH-type transcriptional regulator YjiE
NGPMFCKN_04550	CDS	1173	iadA	3.4.19.-		Isoaspartyl dipeptidase
NGPMFCKN_04551	CDS	462	yjiG		COG0700	Inner membrane protein YjiG
NGPMFCKN_04552	CDS	684				hypothetical protein
NGPMFCKN_04553	CDS	555	kptA	2.7.1.-		RNA 2'-phosphotransferase
NGPMFCKN_04554	CDS	1179				hypothetical protein
NGPMFCKN_04555	CDS	972	yjiK		COG3204	putative protein YjiK
NGPMFCKN_04556	CDS	258				hypothetical protein
NGPMFCKN_04557	CDS	768	fldI	3.6.1.-		(R)-phenyllactate dehydratase activator
NGPMFCKN_04558	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
NGPMFCKN_04559	CDS	1281				hypothetical protein
NGPMFCKN_04560	CDS	1233	mdtM			Multidrug resistance protein MdtM
NGPMFCKN_04561	CDS	921	rpnD	3.1.21.-		Recombination-promoting nuclease RpnD
NGPMFCKN_04562	CDS	1413	norG		COG1167	HTH-type transcriptional regulator NorG
NGPMFCKN_04563	CDS	165				hypothetical protein
NGPMFCKN_04564	CDS	3291				hypothetical protein
NGPMFCKN_04565	CDS	1362				hypothetical protein
NGPMFCKN_04566	CDS	4905	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
NGPMFCKN_04567	CDS	1047	mcrC		COG4268	Protein McrC
NGPMFCKN_04568	CDS	1398	mcrB	3.1.21.-	COG1401	5-methylcytosine-specific restriction enzyme B
NGPMFCKN_04569	CDS	342	symE	3.1.-.-		Toxic protein SymE
NGPMFCKN_04570	CDS	1395	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
NGPMFCKN_04571	CDS	1590	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
NGPMFCKN_04572	CDS	3513	radD_2	3.6.4.12	COG1061	Putative DNA repair helicase RadD
NGPMFCKN_04573	CDS	915	mrr		COG1715	Mrr restriction system protein
NGPMFCKN_04574	CDS	957	yjiA		COG0523	putative GTP-binding protein YjiA
NGPMFCKN_04575	CDS	204				hypothetical protein
NGPMFCKN_04576	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
NGPMFCKN_04577	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
NGPMFCKN_04578	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
NGPMFCKN_04579	CDS	891	exsA		COG2207	Exoenzyme S synthesis regulatory protein ExsA
NGPMFCKN_04580	CDS	1377	ttuB			Putative tartrate transporter
NGPMFCKN_04581	CDS	789	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
NGPMFCKN_04582	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
NGPMFCKN_04583	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
NGPMFCKN_04584	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
NGPMFCKN_04585	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NGPMFCKN_04586	CDS	1290	hpcE		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NGPMFCKN_04587	CDS	447	badR			Transcriptional activatory protein BadR
NGPMFCKN_04588	CDS	1665	tsr		COG0840	Methyl-accepting chemotaxis protein I
NGPMFCKN_04589	CDS	471	lgoT_1			putative L-galactonate transporter
NGPMFCKN_04590	CDS	837	lgoT_2			putative L-galactonate transporter
NGPMFCKN_04591	CDS	915	lgoR		COG1802	putative HTH-type transcriptional regulator LgoR
NGPMFCKN_04592	CDS	1023	lgoD	1.1.1.-	COG1063	L-galactonate-5-dehydrogenase
NGPMFCKN_04593	CDS	2292	mdoB_2	2.7.8.20		Phosphoglycerol transferase I
NGPMFCKN_04594	CDS	495				hypothetical protein
NGPMFCKN_04595	CDS	738	dnaC_2		COG1484	DNA replication protein DnaC
NGPMFCKN_04596	CDS	540	dnaT_3			Primosomal protein 1
NGPMFCKN_04597	CDS	474				hypothetical protein
NGPMFCKN_04598	CDS	771	yjjP		COG2966	Inner membrane protein YjjP
NGPMFCKN_04599	CDS	726	yjjQ			Putative transcription factor YjjQ
NGPMFCKN_04600	CDS	678	bglJ		COG2197	Transcriptional activator protein BglJ
NGPMFCKN_04601	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
NGPMFCKN_04602	CDS	237				hypothetical protein
NGPMFCKN_04603	tRNA	87				tRNA-Leu(cag)
NGPMFCKN_04604	tRNA	87				tRNA-Leu(cag)
NGPMFCKN_04605	tRNA	87				tRNA-Leu(cag)
NGPMFCKN_04606	CDS	1032	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
NGPMFCKN_04607	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
NGPMFCKN_04608	CDS	447	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
NGPMFCKN_04609	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
NGPMFCKN_04610	CDS	1590	prfC		COG4108	Peptide chain release factor RF3
NGPMFCKN_04611	CDS	606	osmY_2		COG2823	Osmotically-inducible protein Y
NGPMFCKN_04612	CDS	162				hypothetical protein
NGPMFCKN_04613	CDS	1074				hypothetical protein
NGPMFCKN_04614	CDS	780	yjjV	3.1.-.-	COG0084	putative metal-dependent hydrolase YjjV
NGPMFCKN_04615	CDS	705	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
NGPMFCKN_04616	CDS	1551	yjjI			putative protein YjjI
NGPMFCKN_04617	CDS	780	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
NGPMFCKN_04618	CDS	1323	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
NGPMFCKN_04619	CDS	1224	deoB_2	5.4.2.7	COG1015	Phosphopentomutase
NGPMFCKN_04620	CDS	720	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
NGPMFCKN_04621	CDS	228				hypothetical protein
NGPMFCKN_04622	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
NGPMFCKN_04623	CDS	645	ytjB		COG3726	putative inner membrane protein Smp
NGPMFCKN_04624	CDS	969	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
NGPMFCKN_04625	CDS	1383	radA	3.6.4.-	COG1066	DNA repair protein RadA
NGPMFCKN_04626	CDS	1233	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
NGPMFCKN_04627	CDS	213				hypothetical protein
NGPMFCKN_04628	CDS	417				hypothetical protein
NGPMFCKN_04629	CDS	798	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NGPMFCKN_04630	CDS	1011	pld1	1.1.1.107		Pyridoxal 4-dehydrogenase
NGPMFCKN_04631	CDS	888	hcaR_3			Hca operon transcriptional activator HcaR
NGPMFCKN_04632	CDS	1668	ettA		COG0488	Energy-dependent translational throttle protein EttA
NGPMFCKN_04633	CDS	1938	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
NGPMFCKN_04634	CDS	297	trpR		COG2973	Trp operon repressor
NGPMFCKN_04635	CDS	516	yjjX	3.6.1.-	COG1986	Non-canonical purine NTP phosphatase
NGPMFCKN_04636	CDS	648	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
NGPMFCKN_04637	CDS	870	rob_2		COG2207	Right origin-binding protein
NGPMFCKN_04638	CDS	474				hypothetical protein
NGPMFCKN_04639	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
NGPMFCKN_04640	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
NGPMFCKN_04641	CDS	1353	creD		COG4452	Inner membrane protein CreD
NGPMFCKN_04642	CDS	717	arcA		COG0745	Aerobic respiration control protein ArcA
NGPMFCKN_04643	CDS	687		2.1.1.-	COG0565	putative tRNA/rRNA methyltransferase
NGPMFCKN_04644	CDS	2463	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
NGPMFCKN_04645	CDS	933	thrB	2.7.1.39	COG0083	Homoserine kinase
NGPMFCKN_04646	CDS	1287	thrC	4.2.3.1	COG0498	Threonine synthase
NGPMFCKN_04647	CDS	297				hypothetical protein
NGPMFCKN_04648	CDS	777				hypothetical protein
NGPMFCKN_04649	CDS	1431	alsT		COG1115	Amino-acid carrier protein AlsT
NGPMFCKN_04650	CDS	954	talB	2.2.1.2	COG0176	Transaldolase B
NGPMFCKN_04651	CDS	588	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
NGPMFCKN_04652	CDS	567	satP		COG1584	Succinate-acetate/proton symporter SatP
NGPMFCKN_04653	CDS	714				hypothetical protein
NGPMFCKN_04654	CDS	405				hypothetical protein
NGPMFCKN_04655	CDS	1917	dnaK_2		COG0443	Chaperone protein DnaK
NGPMFCKN_04656	CDS	1131	dnaJ_1		COG0484	Chaperone protein DnaJ
NGPMFCKN_04657	CDS	210	hokC_4			Toxic protein HokC
NGPMFCKN_04658	CDS	1167	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
NGPMFCKN_04659	CDS	900	nhaR		COG0583	Transcriptional activator protein NhaR
NGPMFCKN_04660	CDS	960				hypothetical protein
NGPMFCKN_04661	CDS	2451	yehB_2		COG3188	Outer membrane usher protein YehB
NGPMFCKN_04662	CDS	684	yehC_2		COG3121	putative fimbrial chaperone YehC
NGPMFCKN_04663	CDS	534	yehD_2			putative fimbrial-like protein YehD
NGPMFCKN_04664	CDS	1422				hypothetical protein
NGPMFCKN_04665	CDS	264	rpsT		COG0268	30S ribosomal protein S20
NGPMFCKN_04666	CDS	942	ribF		COG0196	Riboflavin biosynthesis protein RibF
NGPMFCKN_04667	CDS	2817	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
NGPMFCKN_04668	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
NGPMFCKN_04669	CDS	450	fkpB	5.2.1.8	COG1047	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase
NGPMFCKN_04670	CDS	951	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
NGPMFCKN_04671	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
NGPMFCKN_04672	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
NGPMFCKN_04673	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
NGPMFCKN_04674	CDS	3219	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
NGPMFCKN_04675	CDS	219				hypothetical protein
NGPMFCKN_04676	CDS	396				hypothetical protein
NGPMFCKN_04677	CDS	591	yrdA_2		COG0663	Protein YrdA
NGPMFCKN_04678	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
NGPMFCKN_04679	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
NGPMFCKN_04680	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
NGPMFCKN_04681	CDS	1143	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
NGPMFCKN_04682	CDS	1515	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
NGPMFCKN_04683	CDS	771	fixA_2		COG2086	Protein FixA
NGPMFCKN_04684	CDS	942	fixB_2		COG2025	Protein FixB
NGPMFCKN_04685	CDS	1287		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
NGPMFCKN_04686	CDS	288	fixX_3		COG2440	Ferredoxin-like protein FixX
NGPMFCKN_04687	CDS	1332	ygcS_2			Inner membrane metabolite transport protein YgcS
NGPMFCKN_04688	CDS	531	kefF_2	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
NGPMFCKN_04689	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
NGPMFCKN_04690	CDS	615	folA	1.5.1.3	COG0262	Dihydrofolate reductase
NGPMFCKN_04691	CDS	843	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]
NGPMFCKN_04692	CDS	378	apaG		COG2967	Protein ApaG
NGPMFCKN_04693	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NGPMFCKN_04694	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NGPMFCKN_04695	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
NGPMFCKN_04696	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
NGPMFCKN_04697	CDS	816	djlA		COG1076	Co-chaperone protein DjlA
NGPMFCKN_04698	CDS	732				hypothetical protein
NGPMFCKN_04699	CDS	660	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
NGPMFCKN_04700	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NGPMFCKN_04701	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
NGPMFCKN_04702	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
NGPMFCKN_04703	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
NGPMFCKN_04704	CDS	1701	araB	2.7.1.16	COG1069	Ribulokinase
NGPMFCKN_04705	CDS	879	araC			Arabinose operon regulatory protein
NGPMFCKN_04706	CDS	765	yabI		COG0586	Inner membrane protein YabI
NGPMFCKN_04707	CDS	699	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
NGPMFCKN_04708	CDS	1611	cysW_2		COG4208	Sulfate transport system permease protein CysW
NGPMFCKN_04709	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
NGPMFCKN_04710	CDS	837	pipB2_2		COG1357	Secreted effector protein PipB2
NGPMFCKN_04711	CDS	1659	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
NGPMFCKN_04712	CDS	132	sgrT			Putative inhibitor of glucose uptake transporter SgrT
NGPMFCKN_04713	CDS	606	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
NGPMFCKN_04714	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NGPMFCKN_04715	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
NGPMFCKN_04716	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
NGPMFCKN_04717	CDS	945	leuO			HTH-type transcriptional regulator LeuO
NGPMFCKN_04718	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
NGPMFCKN_04719	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
NGPMFCKN_04720	CDS	1005	cra		COG1609	Catabolite repressor/activator
NGPMFCKN_04721	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
NGPMFCKN_04722	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NGPMFCKN_04723	CDS	366	ftsL		COG3116	Cell division protein FtsL
NGPMFCKN_04724	CDS	1767	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
NGPMFCKN_04725	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
NGPMFCKN_04726	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NGPMFCKN_04727	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
NGPMFCKN_04728	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
NGPMFCKN_04729	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
NGPMFCKN_04730	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NGPMFCKN_04731	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
NGPMFCKN_04732	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
NGPMFCKN_04733	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
NGPMFCKN_04734	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
NGPMFCKN_04735	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
NGPMFCKN_04736	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NGPMFCKN_04737	CDS	588	secM			Secretion monitor
NGPMFCKN_04738	CDS	2706	secA_2		COG0653	Protein translocase subunit SecA
NGPMFCKN_04739	CDS	399	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
NGPMFCKN_04740	CDS	198	yacG		COG3024	DNA gyrase inhibitor YacG
NGPMFCKN_04741	CDS	744	zapD		COG4582	Cell division protein ZapD
NGPMFCKN_04742	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
NGPMFCKN_04743	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
NGPMFCKN_04744	CDS	1203	epsF_2		COG1459	Type II secretion system protein F
NGPMFCKN_04745	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
NGPMFCKN_04746	CDS	441	pilE1		COG4969	Fimbrial protein
NGPMFCKN_04747	CDS	894	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
NGPMFCKN_04748	CDS	552	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
NGPMFCKN_04749	CDS	855	ampE		COG3725	Protein AmpE
NGPMFCKN_04750	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
NGPMFCKN_04751	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
NGPMFCKN_04752	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
NGPMFCKN_04753	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
NGPMFCKN_04754	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
NGPMFCKN_04755	CDS	1854				hypothetical protein
NGPMFCKN_04756	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
NGPMFCKN_04757	CDS	363				hypothetical protein
NGPMFCKN_04758	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
NGPMFCKN_04759	CDS	867	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
NGPMFCKN_04760	CDS	309				hypothetical protein
NGPMFCKN_04761	CDS	1551	cueO		COG2132	Blue copper oxidase CueO
NGPMFCKN_04762	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
NGPMFCKN_04763	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NGPMFCKN_04764	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
NGPMFCKN_04765	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
NGPMFCKN_04766	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
NGPMFCKN_04767	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
NGPMFCKN_04768	CDS	1230	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
NGPMFCKN_04769	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
NGPMFCKN_04770	CDS	945	rpnA_4	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
NGPMFCKN_04771	CDS	216				hypothetical protein
NGPMFCKN_04772	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
NGPMFCKN_04773	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
NGPMFCKN_04774	CDS	1251	yadC			putative fimbrial-like protein YadC
NGPMFCKN_04775	CDS	600	yadK			putative fimbrial-like protein YadK
NGPMFCKN_04776	CDS	561	yadM			putative fimbrial-like protein YadM
NGPMFCKN_04777	CDS	2622	htrE		COG3188	Outer membrane usher protein HtrE
